variant,iter,objective,primal_l2,primal_rel,dual_fp_rel,omega,restart_count,elapsed_sec
B_only,4700,0.0,0.0,0.0,0.0,1.0,117,1.6260679000988603
B_only,4800,0.0,0.0,0.0,0.0,1.0,120,1.6606813999824226
B_only,4900,0.0,0.0,0.0,0.0,1.0,122,1.687382500153035
B_only,5000,0.0,0.0,0.0,0.0,1.0,125,1.720276900101453
C_only,0,0.0,0.0,0.0,0.0,1.0,0,0.0010565000120550394
C_only,100,0.0,0.0,0.0,0.0,1.0,2,0.023938400205224752
C_only,200,0.0,0.0,0.0,0.0,1.0,5,0.05240250006318092
C_only,300,0.0,0.0,0.0,0.0,1.0,7,0.07639930001460016
C_only,400,0.0,0.0,0.0,0.0,1.0,10,0.10133740003220737
C_only,500,0.0,0.0,0.0,0.0,1.0,12,0.1277741000521928
C_only,600,0.0,0.0,0.0,0.0,1.0,15,0.14902040013112128
C_only,700,0.0,0.0,0.0,0.0,1.0,17,0.17443020013161004
C_only,800,0.0,0.0,0.0,0.0,1.0,20,0.19473300012759864
C_only,900,0.0,0.0,0.0,0.0,1.0,22,0.2199149001389742
C_only,1000,0.0,0.0,0.0,0.0,1.0,25,0.24954400002025068
C_only,1100,0.0,0.0,0.0,0.0,1.0,27,0.28102630004286766
C_only,1200,0.0,0.0,0.0,0.0,1.0,30,0.3025164999999106
C_only,1300,0.0,0.0,0.0,0.0,1.0,32,0.3288976000621915
C_only,1400,0.0,0.0,0.0,0.0,1.0,35,0.3527649000752717
C_only,1500,0.0,0.0,0.0,0.0,1.0,37,0.38037180015817285
C_only,1600,0.0,0.0,0.0,0.0,1.0,40,0.40264050010591745
C_only,1700,0.0,0.0,0.0,0.0,1.0,42,0.42835780000314116
C_only,1800,0.0,0.0,0.0,0.0,1.0,45,0.45777030009776354
C_only,1900,0.0,0.0,0.0,0.0,1.0,47,0.4809457000810653
C_only,2000,0.0,0.0,0.0,0.0,1.0,50,0.5056779000442475
C_only,2100,0.0,0.0,0.0,0.0,1.0,52,0.5304912000428885
C_only,2200,0.0,0.0,0.0,0.0,1.0,55,0.5525528001599014
C_only,2300,0.0,0.0,0.0,0.0,1.0,57,0.5776233000215143
C_only,2400,0.0,0.0,0.0,0.0,1.0,60,0.6074322999920696
C_only,2500,0.0,0.0,0.0,0.0,1.0,62,0.6388468001969159
C_only,2600,0.0,0.0,0.0,0.0,1.0,65,0.6671617000829428
C_only,2700,0.0,0.0,0.0,0.0,1.0,67,0.696740300161764
C_only,2800,0.0,0.0,0.0,0.0,1.0,70,0.7218107001390308
C_only,2900,0.0,0.0,0.0,0.0,1.0,72,0.7461395000573248
C_only,3000,0.0,0.0,0.0,0.0,1.0,75,0.7682640000712126
C_only,3100,0.0,0.0,0.0,0.0,1.0,77,0.7912238000426441
C_only,3200,0.0,0.0,0.0,0.0,1.0,80,0.8124491001944989
C_only,3300,0.0,0.0,0.0,0.0,1.0,82,0.8366911001503468
C_only,3400,0.0,0.0,0.0,0.0,1.0,85,0.8661522001493722
C_only,3500,0.0,0.0,0.0,0.0,1.0,87,0.8905988000333309
C_only,3600,0.0,0.0,0.0,0.0,1.0,90,0.9132385000120848
C_only,3700,0.0,0.0,0.0,0.0,1.0,92,0.9383575001265854
C_only,3800,0.0,0.0,0.0,0.0,1.0,95,0.965002000099048
C_only,3900,0.0,0.0,0.0,0.0,1.0,97,0.9885215000249445
C_only,4000,0.0,0.0,0.0,0.0,1.0,100,1.0117429001256824
C_only,4100,0.0,0.0,0.0,0.0,1.0,102,1.0328042001929134
C_only,4200,0.0,0.0,0.0,0.0,1.0,105,1.0559253001119941
C_only,4300,0.0,0.0,0.0,0.0,1.0,107,1.0764331000391394
C_only,4400,0.0,0.0,0.0,0.0,1.0,110,1.1000578000675887
C_only,4500,0.0,0.0,0.0,0.0,1.0,112,1.1257866001687944
C_only,4600,0.0,0.0,0.0,0.0,1.0,115,1.1505776999983937
C_only,4700,0.0,0.0,0.0,0.0,1.0,117,1.174282600171864
C_only,4800,0.0,0.0,0.0,0.0,1.0,120,1.194934600032866
C_only,4900,0.0,0.0,0.0,0.0,1.0,122,1.2241471000015736
C_only,5000,0.0,0.0,0.0,0.0,1.0,125,1.259578000055626
B_plus_C,0,0.0,0.0,0.0,0.0,1.0,0,0.000961399869993329
B_plus_C,100,0.0,0.0,0.0,0.0,1.0,2,0.034236100036650896
B_plus_C,200,0.0,0.0,0.0,0.0,1.0,5,0.06238609994761646
B_plus_C,300,0.0,0.0,0.0,0.0,1.0,7,0.08740469999611378
B_plus_C,400,0.0,0.0,0.0,0.0,1.0,10,0.11328649986535311
B_plus_C,500,0.0,0.0,0.0,0.0,1.0,12,0.13473890000022948
B_plus_C,600,0.0,0.0,0.0,0.0,1.0,15,0.15757659985683858
B_plus_C,700,0.0,0.0,0.0,0.0,1.0,17,0.18360779993236065
B_plus_C,800,0.0,0.0,0.0,0.0,1.0,20,0.2094785999506712
B_plus_C,900,0.0,0.0,0.0,0.0,1.0,22,0.23635159991681576
B_plus_C,1000,0.0,0.0,0.0,0.0,1.0,25,0.25801300001330674
B_plus_C,1100,0.0,0.0,0.0,0.0,1.0,27,0.2824464999139309
B_plus_C,1200,0.0,0.0,0.0,0.0,1.0,30,0.3078047998715192
B_plus_C,1300,0.0,0.0,0.0,0.0,1.0,32,0.3304691999219358
B_plus_C,1400,0.0,0.0,0.0,0.0,1.0,35,0.35623639984987676
B_plus_C,1500,0.0,0.0,0.0,0.0,1.0,37,0.37873149989172816
B_plus_C,1600,0.0,0.0,0.0,0.0,1.0,40,0.4072467000223696
B_plus_C,1700,0.0,0.0,0.0,0.0,1.0,42,0.43442659988068044
B_plus_C,1800,0.0,0.0,0.0,0.0,1.0,45,0.4656396999489516
B_plus_C,1900,0.0,0.0,0.0,0.0,1.0,47,0.49155319994315505
B_plus_C,2000,0.0,0.0,0.0,0.0,1.0,50,0.5161967999301851
B_plus_C,2100,0.0,0.0,0.0,0.0,1.0,52,0.536939499899745
B_plus_C,2200,0.0,0.0,0.0,0.0,1.0,55,0.5671613998711109
B_plus_C,2300,0.0,0.0,0.0,0.0,1.0,57,0.5990828999783844
B_plus_C,2400,0.0,0.0,0.0,0.0,1.0,60,0.6295986999757588
B_plus_C,2500,0.0,0.0,0.0,0.0,1.0,62,0.6597469998523593
B_plus_C,2600,0.0,0.0,0.0,0.0,1.0,65,0.6957586999051273
B_plus_C,2700,0.0,0.0,0.0,0.0,1.0,67,0.734668199904263
B_plus_C,2800,0.0,0.0,0.0,0.0,1.0,70,0.7728736998979002
B_plus_C,2900,0.0,0.0,0.0,0.0,1.0,72,0.8144251999910921
B_plus_C,3000,0.0,0.0,0.0,0.0,1.0,75,0.8555150998290628
B_plus_C,3100,0.0,0.0,0.0,0.0,1.0,77,0.8969882000237703
B_plus_C,3200,0.0,0.0,0.0,0.0,1.0,80,0.939857899909839
B_plus_C,3300,0.0,0.0,0.0,0.0,1.0,82,0.9840004998259246
B_plus_C,3400,0.0,0.0,0.0,0.0,1.0,85,1.031126799993217
B_plus_C,3500,0.0,0.0,0.0,0.0,1.0,87,1.0687033999711275
B_plus_C,3600,0.0,0.0,0.0,0.0,1.0,90,1.1112203998491168
B_plus_C,3700,0.0,0.0,0.0,0.0,1.0,92,1.1514987000264227
B_plus_C,3800,0.0,0.0,0.0,0.0,1.0,95,1.192698400001973
B_plus_C,3900,0.0,0.0,0.0,0.0,1.0,97,1.234007499879226
B_plus_C,4000,0.0,0.0,0.0,0.0,1.0,100,1.2743436999153346
B_plus_C,4100,0.0,0.0,0.0,0.0,1.0,102,1.3122532998677343
B_plus_C,4200,0.0,0.0,0.0,0.0,1.0,105,1.3495413998607546
B_plus_C,4300,0.0,0.0,0.0,0.0,1.0,107,1.3909922998864204
B_plus_C,4400,0.0,0.0,0.0,0.0,1.0,110,1.4378785998560488
B_plus_C,4500,0.0,0.0,0.0,0.0,1.0,112,1.479146600002423
B_plus_C,4600,0.0,0.0,0.0,0.0,1.0,115,1.5193769000470638
B_plus_C,4700,0.0,0.0,0.0,0.0,1.0,117,1.5656389999203384
B_plus_C,4800,0.0,0.0,0.0,0.0,1.0,120,1.606451899977401
B_plus_C,4900,0.0,0.0,0.0,0.0,1.0,122,1.6470661999192089
B_plus_C,5000,0.0,0.0,0.0,0.0,1.0,125,1.6843489999882877
