variant,iter,objective,primal_l2,primal_rel,dual_fp_rel,omega,restart_count,elapsed_sec
baseline,0,0.0,14.142135623730951,0.9339591174686886,0.0,9.402127418834526,0,0.00468640006147325
baseline,100,101.73319942066982,1.4877927704832095,0.09825514758641583,2.0945938994864037,7.383612353946884,2,0.6814723000861704
baseline,200,99.89687117118845,0.5076943119891958,0.03352858041989339,1.2196952131935734,5.962000956633388,5,1.4122840000782162
baseline,300,100.67070895622959,0.4550986698478669,0.030055117795579005,0.49503148700750277,3.9837219633979215,7,2.127896700054407
baseline,400,99.79113736058187,0.24347606734269517,0.016079374362564573,0.3402244062924132,4.571546258041997,10,3.007020500022918
baseline,500,99.97448087222129,0.1699749926301829,0.011225298521550414,0.35712427462813134,5.153366330706285,11,3.529854099964723
baseline,600,100.00914950497302,0.07112653924879753,0.004697259423388541,0.3432432577059833,6.290304155151758,13,4.26949100010097
baseline,700,99.96866791045913,0.1573627136724989,0.010392372488453877,0.1636385891078716,4.543591180425032,14,4.8628949001431465
baseline,800,99.97429039223245,0.1413667124686413,0.009335982451979202,0.09133494060114986,5.4657351736024,16,5.555438300129026
baseline,900,99.99007977232552,0.03612685602225035,0.002385849454791032,0.27483189496910393,5.4657351736024,16,6.091543599963188
baseline,1000,99.9986914589519,0.019726553562966896,0.0013027590065995173,0.23365056140983342,4.1707591941915565,18,6.79944710014388
baseline,1100,100.02308347993709,0.11555366387527076,0.007631265942049387,0.05628019746326196,4.1707591941915565,18,7.411270200042054
baseline,1200,100.02029117794608,0.08026103511522825,0.005300509591886241,0.11209826809711189,3.5764701001206505,19,8.073695700149983
baseline,1300,100.00495179102914,0.033596521629940986,0.002218743938423592,0.2773036898881037,8.645368789630778,20,8.696165600093082
baseline,1400,99.99599583432789,0.02255461671849609,0.0014895267932449503,0.24243607126482386,8.394146022620538,21,9.334328300086781
baseline,1500,99.98969947170096,0.0703533175345248,0.004646195178985596,0.14944088585344778,4.605663650221097,22,9.898705000057817
baseline,1600,99.98503898082717,0.08776603695259849,0.005796146536625284,0.02721302248417619,6.1078560313492245,23,10.544294800143689
baseline,1700,100.00022125555445,0.0018216745361791739,0.00012030499405408983,0.2097921138065105,6.1078560313492245,23,11.003618400078267
baseline,1800,100.00590438670163,0.02819246763709348,0.0018618554434890863,0.1635061836908525,7.800833745768962,24,11.65744850016199
baseline,1900,100.02634171570624,0.11625750189224315,0.007677748025849332,0.06898688660026737,2.545423786946934,25,12.267916799988598
baseline,2000,100.02342966422013,0.10605136549763705,0.007003725771114609,0.02876055718040921,2.493675031823344,26,12.91425730008632
baseline,2100,100.01380626547436,0.06541088816277196,0.004319792781426365,0.12382309560101111,5.4979069339328355,27,13.519068400142714
baseline,2200,100.00384685437118,0.018282009688348158,0.0012073600542644959,0.17168276215034045,4.634252926813772,28,14.205439900048077
baseline,2300,99.98419532783034,0.0912318686992863,0.006025033123881584,0.015520000861203816,4.634252926813772,28,14.722235599998385
baseline,2400,99.9851198168686,0.08579741394712949,0.005666136935972669,0.05150293336207646,3.2414441952794104,29,15.340555400121957
baseline,2500,99.99334892942613,0.038307757114437,0.002529878087632539,0.16785064305781436,6.118015728223589,30,15.856003700057045
baseline,2600,100.00146676138407,0.007061089338437388,0.0004663205715428382,0.15768365067854764,6.546743848154717,31,16.525037199957296
baseline,2700,100.01041247535358,0.04987706508124911,0.0032939253960373414,0.10073422690973659,2.582336385482063,32,17.13538570003584
baseline,2800,100.01567858159129,0.07508860125508966,0.0049589174949278515,0.03141459036579159,2.8772163265299513,33,17.80291089997627
baseline,2900,100.00278471251227,0.01337463934001863,0.0008832729855528254,0.10838552735349445,2.8772163265299513,33,18.30437560006976
baseline,3000,99.99668091088645,0.019125767772477043,0.0012630825827832958,0.11844221728332402,4.579546336061132,34,18.964414699934423
baseline,3100,99.98726461937403,0.07341401518174111,0.0048483263527692695,0.05488051007348978,2.878716870575795,35,19.625714000081643
baseline,3200,99.98693666650748,0.07531729225322081,0.004974020450271399,0.005732977415947527,2.5445143024508434,36,20.426814600126818
baseline,3300,99.99086819682113,0.05265481872796549,0.00347737069832106,0.11139010731387815,10.96061688503171,37,21.061846600146964
baseline,3400,99.99632178770635,0.02120964835337784,0.001400703895435846,0.18981773741203378,11.094802763501912,38,21.632100499933586
baseline,3500,100.00768377434258,0.03682970395810809,0.0024322661527603874,0.06479311402332562,11.094802763501912,38,22.10672269994393
baseline,3600,100.01211210449293,0.05805967384587589,0.003834312100261737,0.016977272037437003,5.405665209306037,39,22.83885299996473
baseline,3700,100.00681704698823,0.03267853627859468,0.0021581193756698663,0.11601185616595514,6.642760329157276,40,23.39840940013528
baseline,3800,100.00160332751152,0.007688216077687723,0.0005077365748619139,0.15092798121241718,9.183977273730873,41,24.118978700134903
