variant,iter,objective,primal_l2,primal_rel,dual_fp_rel,omega,restart_count,elapsed_sec
baseline,5000,0.0,0.13074146672075043,1.5751915566877368e-05,1.5988824570788019e-06,0.0019999842220070852,32,4.66155910002999
B_only,0,0.0,97.99489782636645,0.011806562946419106,0.0,0.0001204959222472178,0,0.001113999867811799
B_only,100,0.0,7.940053492926711,0.0009566287984531292,2.9950372662870855e-05,9.261761609474291e-05,2,0.08484859997406602
B_only,200,0.0,7.942749161760953,0.0009569535764209636,7.81499550690275e-06,9.764771599008015e-05,4,0.19267679983749986
B_only,300,0.0,2.72069061421479,0.0003277926270342602,4.320440869138558e-05,0.0002070751546095517,5,0.2671940999571234
B_only,400,0.0,2.2424587341471764,0.0002701745783374081,3.580003848403393e-05,0.00016637356915473307,7,0.373977999901399
B_only,500,0.0,4.556573353241378,0.0005489823583503506,1.78510823056778e-05,0.0001580262556561742,8,0.45530340005643666
B_only,600,0.0,1.235082304770036,0.0001488044510349229,1.1492944577535995e-05,0.00017543983209969828,9,0.5462415998335928
B_only,700,0.0,1.509894692501755,0.0001819142335458373,6.263809565635536e-06,0.0001495779374148483,10,0.6287269999738783
B_only,800,0.0,1.7567279072288673,0.00021165304598999424,8.824547484031493e-06,0.0001098264101349876,12,0.7393747998867184
B_only,900,0.0,1.3341473990320856,0.0001607399527512493,5.336264455114675e-06,0.00018627490331203823,13,0.8253150000236928
B_only,1000,0.0,0.4471956960439529,5.387876564824626e-05,8.275103550414176e-06,0.0002118403100629286,14,0.9372135999146849
B_only,1100,0.0,1.3343893133870446,0.00016076909893255893,4.263225394223526e-06,0.00014657971200386714,15,1.01984339999035
B_only,1200,0.0,1.4609238188283704,0.0001760141538948497,3.0727765676438605e-06,0.0001268956186405404,17,1.1206835999619216
B_only,1300,0.0,0.5728076144528589,6.90126660288861e-05,5.882912611125255e-06,0.0001268956186405404,17,1.1896245998796076
B_only,1400,0.0,0.5960899220840359,7.181775115762865e-05,4.83305755416215e-06,0.00016841100206361687,18,1.2977914998773485
B_only,1500,0.0,1.0500046596249746,0.00012650603636386583,2.103974444173814e-06,0.00011377298502812667,19,1.3833287998568267
B_only,1600,0.0,0.8781098171600965,0.00010579590427798568,1.5389212354003506e-06,0.0001153267941612284,20,1.4934630000498146
B_only,1700,0.0,0.5243135217839769,6.317002962306921e-05,2.807347495727805e-06,0.00017644999080227336,21,1.5752868000417948
B_only,1800,0.0,0.27264035574479845,3.2848093046013393e-05,3.1333617122790994e-06,0.00014747281445632256,22,1.685633499873802
B_only,1900,0.0,0.6476312175728507,7.802751883968597e-05,1.1687303459583977e-06,0.00014747281445632256,22,1.7613462000153959
B_only,2000,0.0,0.41327773917616795,4.979228255926972e-05,1.8997800165843229e-06,0.00013839409584857828,23,1.8632310999091715
B_only,2100,0.0,0.20755627151564618,2.500667115256887e-05,2.876549531301847e-06,0.00022070205262573092,24,1.9462160000111908
B_only,2200,0.0,0.22897822970430917,2.758761876719006e-05,2.166004713742713e-06,0.00020426094987524964,25,2.053356199990958
B_only,2300,0.0,0.3039993595828002,3.6626269879325516e-05,1.0794109154420804e-06,0.00017829368520501515,26,2.127604400040582
B_only,2400,0.0,0.2810353818995199,3.385953758987295e-05,1.0226194806711109e-06,0.0002743867521664713,27,2.228669999865815
B_only,2500,0.0,0.19799849272407766,2.3855136537669342e-05,1.9950770397346113e-06,0.0002743867521664713,27,2.2962380000390112
B_only,2600,0.0,0.2230528595687142,2.6873721849712882e-05,1.0885061490465315e-06,0.00031535060105551015,28,2.395928499987349
B_only,2700,0.0,0.20808017367447493,2.5069791620605235e-05,7.841382773945717e-07,0.0003480850204053589,29,2.483773399842903
B_only,2800,0.0,0.17806444352117654,2.1453454287762e-05,9.86152023010603e-07,0.0006542741187721068,30,2.584525099955499
B_only,2900,0.0,0.1545177442220124,1.8616514879461663e-05,1.98169196114569e-06,0.0006542741187721068,30,2.6564428999554366
B_only,3000,0.0,0.15468233307925672,1.863634477618524e-05,1.8877231603211482e-06,0.0006542741187721068,30,2.7553389000240713
B_only,3100,0.0,0.145348060438814,1.7511738496338974e-05,1.5833188371487193e-06,0.0009647425512571968,31,2.8527054998558015
B_only,3200,0.0,0.1434541569384524,1.7283558342193782e-05,1.6843962640587982e-06,0.0009647425512571968,31,2.947708799969405
B_only,3300,0.0,0.14490414634223353,1.745825510240385e-05,1.4930467599100076e-06,0.0009647425512571968,31,3.049054899951443
B_only,3400,0.0,0.14629322579866874,1.7625613346595696e-05,1.2606794090360527e-06,0.0009647425512571968,31,3.13759439997375
B_only,3500,0.0,0.14329842453989194,1.7264795484053367e-05,1.512521155733498e-06,0.0009647425512571968,31,3.2136221998371184
B_only,3600,0.0,0.13952345417111586,1.680998175121196e-05,1.7640163859890332e-06,0.0009647425512571968,31,3.303402599878609
B_only,3700,0.0,0.13811253106281077,1.6639991753158415e-05,1.0707364949810037e-06,0.0019999842220070852,32,3.3771386998705566
B_only,3800,0.0,0.1355832137334646,1.6335256048312776e-05,1.751522214287118e-06,0.0019999842220070852,32,3.471285499865189
B_only,3900,0.0,0.13448263460114007,1.620265672843463e-05,1.9957505432493854e-06,0.0019999842220070852,32,3.538421999895945
B_only,4000,0.0,0.13390842093155073,1.6133474658907773e-05,2.03995018355598e-06,0.0019999842220070852,32,3.633738199947402
B_only,4100,0.0,0.13385470970469393,1.6127003454846333e-05,1.9518422722710367e-06,0.0019999842220070852,32,3.706686499994248
B_only,4200,0.0,0.13189555329027097,1.5890961537952354e-05,2.1886574184669623e-06,0.0019999842220070852,32,3.800226599909365
B_only,4300,0.0,0.13119172614435926,1.5806163454726334e-05,2.2350813334400022e-06,0.0019999842220070852,32,3.871418499853462
B_only,4400,0.0,0.13054160555615119,1.5727836013015627e-05,2.2944108119932604e-06,0.0019999842220070852,32,3.962616299977526
B_only,4500,0.0,0.13115623536083665,1.5801887475272592e-05,1.9835933289486344e-06,0.0019999842220070852,32,4.033164999913424
B_only,4600,0.0,0.13116740019691062,1.5803232630406354e-05,1.8918214997941908e-06,0.0019999842220070852,32,4.123926599975675
B_only,4700,0.0,0.1302622115768666,1.5694174233918528e-05,2.018810214570097e-06,0.0019999842220070852,32,4.203793499851599
B_only,4800,0.0,0.12970691891812133,1.5627271794357062e-05,2.0912102753653885e-06,0.0019999842220070852,32,4.288672900060192
B_only,4900,0.0,0.13077491849492973,1.575594588362117e-05,1.6927245357286104e-06,0.0019999842220070852,32,4.355235500028357
B_only,5000,0.0,0.13074146672075043,1.5751915566877368e-05,1.5988824570788019e-06,0.0019999842220070852,32,4.4608819000422955
C_only,0,0.0,97.99489782636645,0.011806562946419106,0.0,0.0001204959222472178,0,0.002002499997615814
C_only,100,0.0,7.940053492926711,0.0009566287984531292,2.9950372662870855e-05,9.261761609474291e-05,2,0.09347139997407794
C_only,200,0.0,7.942749161760953,0.0009569535764209636,7.81499550690275e-06,9.764771599008015e-05,4,0.200548600172624
C_only,300,0.0,2.717475342967392,0.0003274052466377882,4.082395236831596e-05,0.00019529543198016033,5,0.2773434000555426
C_only,400,0.0,2.2491825793437044,0.0002709846766518678,3.378296840636912e-05,0.00015589568670208617,7,0.3821579001378268
C_only,500,0.0,2.9457629658003057,0.0003549096601189969,2.713834759261085e-05,0.00017763381400516222,8,0.46405460010282695
C_only,600,0.0,2.2688257787120105,0.00027335131690513784,8.634954873615162e-06,0.00011863748755686787,10,0.5676826001144946
C_only,700,0.0,2.501473859772869,0.00030138108451891246,4.126088543244123e-06,0.00010284153593412149,11,0.6484617001842707
C_only,800,0.0,1.7144566767699858,0.0002065601487646747,5.596105419532866e-06,0.0001987657606229643,13,0.7613448000047356
C_only,900,0.0,0.5120824728759524,6.169641566931836e-05,1.0101173646652945e-05,0.00019326773782447462,14,0.8399898000061512
C_only,1000,0.0,2.0000039391652935,0.00024096328405465064,6.029534634519802e-06,7.676945434475535e-05,16,0.9506994001567364
C_only,1100,0.0,1.6427049648241479,0.00019791540171771227,5.024231770963157e-06,7.676945434475535e-05,16,1.0316788000054657
C_only,1200,0.0,0.7719909270345734,9.301055132735464e-05,7.951729891019732e-06,0.00013236895428771371,17,1.1341775001492351
C_only,1300,0.0,0.9668893555681444,0.00011649218777660092,5.149684283701743e-06,0.00013460156620495148,18,1.2102970001287758
C_only,1400,0.0,1.4316941504077652,0.00017249252238376523,3.4823814596216456e-06,7.160012095396556e-05,20,1.3197321000043303
C_only,1500,0.0,1.1346794846777253,0.00013670777823142398,3.8135733595858895e-06,7.160012095396556e-05,20,1.3881103000603616
C_only,1600,0.0,0.4265722956571763,5.1394029399353845e-05,6.300164082762934e-06,0.00013072533640044043,21,1.4817489001434296
C_only,1700,0.0,0.868784868155916,0.00010467242132293347,3.9241263107366715e-06,0.00012485447434732388,22,1.569403100060299
C_only,1800,0.0,1.220032004146733,0.00014699116967422995,1.530727236168238e-06,8.729582107213001e-05,23,1.6788345000240952
C_only,1900,0.0,0.9909902138487355,0.0001193958930374269,1.8000800231475938e-06,0.00012936139555784037,24,1.7785946000367403
C_only,2000,0.0,0.461991396047691,5.566137236864907e-05,3.2587198148067835e-06,0.0001401900776675692,25,1.8944849001709372
C_only,2100,0.0,0.7097742474210048,8.551459836992274e-05,1.4656786821572468e-06,0.0001401900776675692,25,1.9754276999738067
C_only,2200,0.0,0.9229595531332382,0.00011119946346976536,7.290187214608867e-07,8.461817289436814e-05,26,2.0805283000227064
C_only,2300,0.0,0.515794361620697,6.214362923948385e-05,2.1027847868082593e-06,0.00010502882636207779,27,2.1593735001515597
C_only,2400,0.0,0.23585262415883734,2.8415855467734518e-05,2.406711637196212e-06,0.00013616019633846754,28,2.256676300195977
C_only,2500,0.0,0.3777220470914861,4.550848283078688e-05,1.6942185763487917e-06,9.451006657556341e-05,29,2.375886800000444
C_only,2600,0.0,0.5177382218267482,6.237782824770617e-05,7.475451938247567e-07,0.00010562152224452932,30,2.4905294000636786
C_only,2700,0.0,0.2067589955801358,2.4910614227901756e-05,1.7357853105679418e-06,0.00010562152224452932,30,2.562416900182143
C_only,2800,0.0,0.2112666142731465,2.545369846001947e-05,1.7099519534616243e-06,0.0001553533429434141,31,2.663603800116107
C_only,2900,0.0,0.3341509359069206,4.025897414965647e-05,8.584772238349871e-07,0.00012596300323506433,32,2.7507602002006024
C_only,3000,0.0,0.3125433269217991,3.765565906628886e-05,5.553438575477933e-07,0.00012588188637594104,33,2.848152300110087
C_only,3100,0.0,0.22633555226717184,2.726922527731748e-05,9.872024150580125e-07,0.00019371370142515185,34,2.9268212001770735
C_only,3200,0.0,0.16777252184724045,2.0213469107122858e-05,1.1689024810963766e-06,0.00020337723230133081,35,3.027386600151658
C_only,3300,0.0,0.22898057105179812,2.7587900856024484e-05,4.6088047354376556e-07,0.00020337723230133081,35,3.103151800110936
C_only,3400,0.0,0.18825579697959943,2.2681322868525e-05,5.716414683797679e-07,0.0002630809246814854,36,3.206540400162339
C_only,3500,0.0,0.16266093292614042,1.95976176935103e-05,9.257407677619305e-07,0.0002630809246814854,36,3.2812726001720876
C_only,3600,0.0,0.15182353149158465,1.8291912345060324e-05,8.939116912320998e-07,0.00041964455479087524,37,3.400706000160426
C_only,3700,0.0,0.14973672329941437,1.804049076266716e-05,9.24366704654979e-07,0.00041964455479087524,37,3.4852669001556933
C_only,3800,0.0,0.15314628775141345,1.8451279877358895e-05,7.980479176653428e-07,0.00041964455479087524,37,3.583722500130534
C_only,3900,0.0,0.14309829983944428,1.724068417902241e-05,6.827472171638095e-07,0.0007519543054630859,38,3.6680247001349926
C_only,4000,0.0,0.14278265339658702,1.7202654652189184e-05,6.887700511596607e-07,0.0007519543054630859,38,3.7597136001568288
C_only,4100,0.0,0.1421673900659829,1.7128526861839607e-05,7.198214492074072e-07,0.0007519543054630859,38,3.844967600191012
C_only,4200,0.0,0.1406057396885089,1.694037703066559e-05,8.332681283505053e-07,0.0007519543054630859,38,3.94451370020397
C_only,4300,0.0,0.13996412635248243,1.6863074554648104e-05,8.502496184771522e-07,0.0007519543054630859,38,4.011871500173584
C_only,4400,0.0,0.13773829429233694,1.6594903181350395e-05,9.860169468713003e-07,0.0007519543054630859,38,4.103038300061598
C_only,4500,0.0,0.13720748438526523,1.6530950458102196e-05,9.796188544537269e-07,0.0007519543054630859,38,4.168996200198308
C_only,4600,0.0,0.13782439946577268,1.660527725360039e-05,8.707166652223248e-07,0.0007519543054630859,38,4.259385700104758
C_only,4700,0.0,0.13708729606020997,1.6516469999867485e-05,8.844658705260101e-07,0.0007519543054630859,38,4.33541820012033
C_only,4800,0.0,0.13711463277826755,1.6519763566059748e-05,8.341889719823415e-07,0.0007519543054630859,38,4.4226999001111835
C_only,4900,0.0,0.13598989380005705,1.638425343401122e-05,9.048343239610793e-07,0.0007519543054630859,38,4.490678100148216
C_only,5000,0.0,0.13607126816640952,1.6394057531978316e-05,8.540263592939451e-07,0.0007519543054630859,38,4.582108900183812
B_plus_C,0,0.0,97.99489782636645,0.011806562946419106,0.0,0.0001204959222472178,0,0.0011593999806791544
B_plus_C,100,0.0,7.940053492926711,0.0009566287984531292,2.9950372662870855e-05,9.261761609474291e-05,2,0.08759630005806684
B_plus_C,200,0.0,7.942749161760953,0.0009569535764209636,7.81499550690275e-06,9.764771599008015e-05,4,0.1928268000483513
B_plus_C,300,0.0,2.717475342967392,0.0003274052466377882,4.082395236831596e-05,0.00019529543198016033,5,0.28058820008300245
B_plus_C,400,0.0,2.2491825793437044,0.0002709846766518678,3.378296840636912e-05,0.00015589568670208617,7,0.3904129001311958
B_plus_C,500,0.0,2.9457629658003057,0.0003549096601189969,2.713834759261085e-05,0.00017763381400516222,8,0.4727628000546247
B_plus_C,600,0.0,2.2688257787120105,0.00027335131690513784,8.634954873615162e-06,0.00011863748755686787,10,0.5718672999646515
B_plus_C,700,0.0,2.501473859772869,0.00030138108451891246,4.126088543244123e-06,0.00010284153593412149,11,0.654691900126636
B_plus_C,800,0.0,1.7144566767699858,0.0002065601487646747,5.596105419532866e-06,0.0001987657606229643,13,0.7648889999836683
B_plus_C,900,0.0,0.5120824728759524,6.169641566931836e-05,1.0101173646652945e-05,0.00019326773782447462,14,0.8384446001145989
B_plus_C,1000,0.0,2.0000039391652935,0.00024096328405465064,6.029534634519802e-06,7.676945434475535e-05,16,0.947237600106746
B_plus_C,1100,0.0,1.6427049648241479,0.00019791540171771227,5.024231770963157e-06,7.676945434475535e-05,16,1.0173134000506252
B_plus_C,1200,0.0,0.7719909270345734,9.301055132735464e-05,7.951729891019732e-06,0.00013236895428771371,17,1.11801560013555
B_plus_C,1300,0.0,0.9668893555681444,0.00011649218777660092,5.149684283701743e-06,0.00013460156620495148,18,1.197176800109446
B_plus_C,1400,0.0,1.4316941504077652,0.00017249252238376523,3.4823814596216456e-06,7.160012095396556e-05,20,1.3226312000770122
B_plus_C,1500,0.0,1.1346794846777253,0.00013670777823142398,3.8135733595858895e-06,7.160012095396556e-05,20,1.4042102999519557
B_plus_C,1600,0.0,0.4265722956571763,5.1394029399353845e-05,6.300164082762934e-06,0.00013072533640044043,21,1.513226400129497
B_plus_C,1700,0.0,0.868784868155916,0.00010467242132293347,3.9241263107366715e-06,0.00012485447434732388,22,1.607176800025627
B_plus_C,1800,0.0,1.220032004146733,0.00014699116967422995,1.530727236168238e-06,8.729582107213001e-05,23,1.7090435000136495
B_plus_C,1900,0.0,0.9909902138487355,0.0001193958930374269,1.8000800231475938e-06,0.00012936139555784037,24,1.794474700000137
B_plus_C,2000,0.0,0.461991396047691,5.566137236864907e-05,3.2587198148067835e-06,0.0001401900776675692,25,1.9088838000316173
B_plus_C,2100,0.0,0.7097742474210048,8.551459836992274e-05,1.4656786821572468e-06,0.0001401900776675692,25,1.9795697000809014
B_plus_C,2200,0.0,0.9229595531332382,0.00011119946346976536,7.290187214608867e-07,8.461817289436814e-05,26,2.0889096001628786
B_plus_C,2300,0.0,0.515794361620697,6.214362923948385e-05,2.1027847868082593e-06,0.00010502882636207779,27,2.1654770001769066
B_plus_C,2400,0.0,0.23585262415883734,2.8415855467734518e-05,2.406711637196212e-06,0.00013616019633846754,28,2.27537430007942
B_plus_C,2500,0.0,0.3777220470914861,4.550848283078688e-05,1.6942185763487917e-06,9.451006657556341e-05,29,2.3711017000023276
B_plus_C,2600,0.0,0.5177382218267482,6.237782824770617e-05,7.475451938247567e-07,0.00010562152224452932,30,2.471990500111133
B_plus_C,2700,0.0,0.2067589955801358,2.4910614227901756e-05,1.7357853105679418e-06,0.00010562152224452932,30,2.542739700060338
B_plus_C,2800,0.0,0.2112666142731465,2.545369846001947e-05,1.7099519534616243e-06,0.0001553533429434141,31,2.6439265001099557
B_plus_C,2900,0.0,0.3341509359069206,4.025897414965647e-05,8.584772238349871e-07,0.00012596300323506433,32,2.722703699953854
B_plus_C,3000,0.0,0.3125433269217991,3.765565906628886e-05,5.553438575477933e-07,0.00012588188637594104,33,2.828533499967307
B_plus_C,3100,0.0,0.22633555226717184,2.726922527731748e-05,9.872024150580125e-07,0.00019371370142515185,34,2.914575600065291
B_plus_C,3200,0.0,0.16777252184724045,2.0213469107122858e-05,1.1689024810963766e-06,0.00020337723230133081,35,3.0134050000924617
B_plus_C,3300,0.0,0.22898057105179812,2.7587900856024484e-05,4.6088047354376556e-07,0.00020337723230133081,35,3.083163300063461
B_plus_C,3400,0.0,0.18825579697959943,2.2681322868525e-05,5.716414683797679e-07,0.0002630809246814854,36,3.18617230001837
B_plus_C,3500,0.0,0.16266093292614042,1.95976176935103e-05,9.257407677619305e-07,0.0002630809246814854,36,3.2571038000751287
B_plus_C,3600,0.0,0.15182353149158465,1.8291912345060324e-05,8.939116912320998e-07,0.00041964455479087524,37,3.3578784000128508
B_plus_C,3700,0.0,0.14973672329941437,1.804049076266716e-05,9.24366704654979e-07,0.00041964455479087524,37,3.435521600069478
B_plus_C,3800,0.0,0.15314628775141345,1.8451279877358895e-05,7.980479176653428e-07,0.00041964455479087524,37,3.532688300125301
B_plus_C,3900,0.0,0.14309829983944428,1.724068417902241e-05,6.827472171638095e-07,0.0007519543054630859,38,3.6208369999658316
B_plus_C,4000,0.0,0.14278265339658702,1.7202654652189184e-05,6.887700511596607e-07,0.0007519543054630859,38,3.70783400000073
B_plus_C,4100,0.0,0.1421673900659829,1.7128526861839607e-05,7.198214492074072e-07,0.0007519543054630859,38,3.770328399958089
B_plus_C,4200,0.0,0.1406057396885089,1.694037703066559e-05,8.332681283505053e-07,0.0007519543054630859,38,3.869254400022328
B_plus_C,4300,0.0,0.13996412635248243,1.6863074554648104e-05,8.502496184771522e-07,0.0007519543054630859,38,3.9380642999894917
B_plus_C,4400,0.0,0.13773829429233694,1.6594903181350395e-05,9.860169468713003e-07,0.0007519543054630859,38,4.041850800160319
B_plus_C,4500,0.0,0.13720748438526523,1.6530950458102196e-05,9.796188544537269e-07,0.0007519543054630859,38,4.127106599975377
B_plus_C,4600,0.0,0.13782439946577268,1.660527725360039e-05,8.707166652223248e-07,0.0007519543054630859,38,4.240736400010064
B_plus_C,4700,0.0,0.13708729606020997,1.6516469999867485e-05,8.844658705260101e-07,0.0007519543054630859,38,4.338242300087586
B_plus_C,4800,0.0,0.13711463277826755,1.6519763566059748e-05,8.341889719823415e-07,0.0007519543054630859,38,4.445910900132731
B_plus_C,4900,0.0,0.13598989380005705,1.638425343401122e-05,9.048343239610793e-07,0.0007519543054630859,38,4.527144500054419
B_plus_C,5000,0.0,0.13607126816640952,1.6394057531978316e-05,8.540263592939451e-07,0.0007519543054630859,38,4.619372199987993
